,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,class
0,6.12773682886153,5.10986368538986,4.78090017730168,49.9693333932773,4.89358393920214,4.55287692310478,5.57935965157309,6.53006056813892,6.74340202308868,5.71288281006202,0
1,5.46060601609607,19.4129593366347,5.39123129624715,12.3985765184873,4.95741165242168,5.83504531347365,5.83973443579053,29.4648208305893,5.77584226500075,5.46377233525897,1
2,5.40543522689927,21.0915032130296,5.10887117172308,17.0110629278594,5.75327946677809,6.19062101877181,5.68080417896537,19.3570397774492,8.17195070371095,6.22943231481321,3
3,5.1598907514638,26.561072074069,5.18961769138597,13.3993928574246,4.68449365779873,4.96633590913516,5.50870750841138,22.3722811185753,7.29623324395748,4.86197518777859,3
4,5.11715683486188,22.8848474819697,4.72770103930951,14.7463062321245,5.61884062601678,5.25159108644622,4.98729223309921,24.2673469257973,6.86242373888455,5.53649380149033,3
5,6.07633831918404,17.562212049377,7.82530197716689,14.1502216626764,6.24058771103343,5.5932728295495,6.60819774424288,20.8369299772489,8.98126133625078,6.12567639327011,3
6,5.33225147202282,23.6610738175227,5.25670101438493,16.864494688921,5.06924013861088,5.30683217343728,5.37345667179793,20.2871577458597,7.36475283496658,5.4840394424763,3
7,5.17137931182956,26.2074847446246,5.24191480808464,15.9333238788566,5.15656067169884,5.39524721534459,5.32813695605817,18.4740392549818,7.77287886408822,5.31903429443305,3
8,5.76550678944604,23.264859145409,5.44155489139837,14.9350994106794,5.49972480847293,5.68579298359648,5.92877539699789,16.3315631331014,11.2053095441033,5.94181389679528,3
9,5.02336848367655,18.0706092551668,4.95825283580477,13.838598972192,4.51990583924313,5.09674248865515,5.94891851585596,30.8683801252394,7.24151872201059,4.43370476215559,1
10,6.01117822118903,21.8058812812288,5.42815321017397,22.4285468872811,5.25195346255047,6.19033327878122,5.68943241797542,15.2202524654249,6.29139263513335,5.68287614026173,4
11,4.79841141634708,26.6287500126583,4.77745822411339,15.4841387789071,4.42748290646468,4.77882637358798,4.74697405192224,23.3630015810245,6.19391657132811,4.80104008364668,3
12,5.62543859198046,23.6784962680753,5.35874306515269,16.5158479665253,4.93144844766126,5.2507858407093,5.58798199302803,20.8814834593737,6.7824990368643,5.38727533062969,3
13,5.04380441445698,23.320458917606,5.02413627149557,16.4057822354505,4.67958594405219,4.71122738081386,4.84871114059272,25.3849745739052,5.63436357104273,4.94695555058424,3
14,6.44332415277989,22.3557176444158,5.98809590462881,19.4135809594496,5.69859772007053,6.36029963162637,6.04491987489127,13.8432646412125,7.68826856860744,6.16393090231781,4
15,6.55330330987481,17.3710601310867,6.32788458687167,23.1781432594949,6.73263830078546,6.04611656882658,5.88478674765647,16.2050076527368,5.78791009609962,5.91314934656705,4
16,6.08405854796008,19.6056469350137,5.75661639897647,21.2395839816458,5.14394070750418,5.67768458884999,6.2736511260542,16.9041853198353,6.43995874721446,6.87467364694581,4
17,5.90758782725178,19.5459553011852,6.08483497264253,23.6154433892434,5.51658938455305,5.46483281648264,5.80454859614305,13.6813193669695,8.32526144457011,6.0536269009588,4
18,5.03261612389737,27.6454615163944,4.93810554512585,14.2926196288341,4.6997254704386,5.12687093507847,4.56213578291464,21.5595078713161,6.7452983932591,5.39765873274145,3
19,5.78885001104777,22.7178156436182,5.38154569794639,18.8910768274155,5.49979052766277,5.67809092396157,5.62365135097176,17.0185734779987,7.68306654663459,5.71753899274268,4
20,5.42351877526381,20.8835425435924,5.22669763339372,23.5806770365982,5.6875746892774,5.45275027726317,5.82613294723139,15.6237324681554,6.54302664618869,5.75234698303585,4
