261 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        0 , 1778.27179547596
 262 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        1 , 7356.94468221183
 263 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        2 , 1800.78504102948
 264 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        3 , 5784.57233288586
 265 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        4 , 1693.54263761036
 266 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        5 , 1830.13581065936
 267 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        6 , 4028.84162938608
 268 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        7 , 1873.01557904593
 269 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        8 ,  9342.6675852548
 270 , Harry Potter and the Chamber of Secrets - J. K. Rowling   ,        9 ,  1798.2060385074
 271 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        0 , 5027.90061294495
 272 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        1 , 21144.0293827288
 273 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        2 , 4833.10717155715
 274 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        3 , 18146.7278494248
 275 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        4 , 4591.63728900915
 276 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        5 , 4943.57963457659
 277 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        6 , 6371.33304471572
 278 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        7 , 5041.70076480463
 279 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        8 , 30505.7368446885
 280 , Harry Potter and the Half-Blood Prince - J. K. Rowling    ,        9 ,  4872.5515907732
 281 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        0 , 1193.44201362928
 282 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        1 , 4534.59859234629
 283 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        2 , 1258.66224987745
 284 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        3 , 5151.48524547574
 285 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        4 , 1141.43991720012
 286 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        5 ,  1176.4157114151
 287 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        6 , 1627.08345270081
 288 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        7 , 1227.88163819722
 289 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        8 , 4656.70630123444
 290 , Harry Potter and the Sorcerer's Stone - J. K. Rowling     ,        9 , 1146.26309619476
 291 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        0 ,  6392.5889815484
 292 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        1 , 24383.3809137939
 293 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        2 , 6005.22215024483
 294 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        3 , 31029.3326626014
 295 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        4 , 5855.21277285855
 296 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        5 , 6313.17553378252
 297 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        6 , 8217.94834081361
 298 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        7 , 6287.65356104227
 299 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        8 , 30485.7631219317
 300 , Harry Potter and the Deathly Hallows - J. K. Rowling      ,        9 , 6059.25996979066
 301 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        0 , 5844.14794520242
 302 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        1 , 24767.4340537553
 303 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        2 , 5837.70150444086
 304 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        3 , 20104.2588113113
305 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        4 , 5388.08385592177
 306 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        5 , 5859.05749060113
 307 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        6 , 7421.46747949729
 308 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        7 , 5890.21462069434
