 309 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        8 , 38239.3417771036
 310 , Harry Potter and the Goblet of Fire - J. K. Rowling       ,        9 , 5603.99421262571
 311 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        0 , 2851.78512188328
 312 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        1 , 21924.8179178435
 313 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        2 , 2809.02950583856
 314 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        3 , 9353.90908036358
 315 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        4 , 2642.62252885843
 316 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        5 , 2896.08576574146
 317 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        6 ,  3620.0096756897
 318 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        7 , 2776.17006753354
 319 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        8 , 14225.9261016812
 320 , Harry Potter and the Prisoner of Azkaban - J. K. Rowling  ,        9 , 2738.74993619371
 321 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        0 , 7594.39863999114
 322 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        1 , 42360.7027173615
 323 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        2 , 7396.63154791109
 324 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        3 , 26211.2327903176
 325 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        4 , 7169.89620309886
 326 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        5 , 7638.93577404303
 327 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        6 , 10138.2813444115
 328 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        7 , 7693.73522709606
 329 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        8 , 39273.1568018819
 330 , Harry Potter and the Order of the Phoenix - J. K. Rowling ,        9 , 7622.79266975118
