privet,latent_,4,6.40251884255,HarryPotterandtheDeathlyHallows-J.K.Rowling,
jorkins,latent_,4,3.75070329766,HarryPotterandtheGobletofFire-J.K.Rowling,
xenophilius,latent_,4,3.35573186251,HarryPotterandtheDeathlyHallows-J.K.Rowling,
hogwarts,latent_,4,3.38153573196,HarryPotterandtheHalf-BloodPrince-J.K.Rowling,
ravenclaw,latent_,4,4.66661324575,HarryPotterandtheDeathlyHallows-J.K.Rowling,
drive,latent_,4,6.40251884255,HarryPotterandtheDeathlyHallows-J.K.Rowling,
fred,latent_,4,2.82683353283,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
cornelius,latent_,4,2.0394567077,HarryPotterandtheChamberofSecrets-J.K.Rowling,
lucius,latent_,4,5.37467742499,HarryPotterandtheHalf-BloodPrince-J.K.Rowling,
place,latent_,4,4.65745226456,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
voldemort,latent_,4,4.2960945201,HarryPotterandtheHalf-BloodPrince-J.K.Rowling,
hermione,latent_,4,2.40837042375,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
cornelius,latent_,4,4.85095655737,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
fudge,latent_,4,4.85095655737,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
fudge,latent_,4,2.54187067321,HarryPotterandtheChamberofSecrets-J.K.Rowling,
hogwarts,latent_,4,1.00942682813,HarryPotterandtheSorcerer'sStone-J.K.Rowling,
london,latent_,4,3.17088565618,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
myrtle,latent_,4,2.52942981219,HarryPotterandtheChamberofSecrets-J.K.Rowling,
sirius,latent_,4,2.82669635521,HarryPotterandtheGobletofFire-J.K.Rowling,
dursleys,latent_,4,3.65822168868,HarryPotterandtheChamberofSecrets-J.K.Rowling,
army,latent_,4,4.06480793869,HarryPotterandtheDeathlyHallows-J.K.Rowling,
hogwarts,latent_,4,3.31068791048,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
malfoy,latent_,4,2.06927658777,HarryPotterandtheGobletofFire-J.K.Rowling,
dumbledore,latent_,4,2.83351002799,HarryPotterandtheGobletofFire-J.K.Rowling,
vernon,latent_,4,3.02396982111,HarryPotterandtheGobletofFire-J.K.Rowling,
hufflepuff,latent_,4,3.23195351051,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
malfoy,latent_,4,4.53599426676,HarryPotterandtheDeathlyHallows-J.K.Rowling,
dumbledore,latent_,4,1.18625478353,HarryPotterandtheSorcerer'sStone-J.K.Rowling,
hogsmeade,latent_,4,2.86389153694,HarryPotterandtheGobletofFire-J.K.Rowling,
albus,latent_,4,3.45360946402,HarryPotterandtheSorcerer'sStone-J.K.Rowling,
dark,latent_,4,3.7294315966,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
weasley,latent_,4,3.45593390454,HarryPotterandtheGobletofFire-J.K.Rowling,
weasley,latent_,4,5.6863616504,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
nick,latent_,4,3.0814780812,HarryPotterandtheChamberofSecrets-J.K.Rowling,
arcturus,latent_,4,4.11279997989,HarryPotterandtheDeathlyHallows-J.K.Rowling,
weasley,latent_,4,4.26700246243,HarryPotterandtheDeathlyHallows-J.K.Rowling,
of,latent_,4,1.40100807352,HarryPotterandtheSorcerer'sStone-J.K.Rowling,
riddle,latent_,4,3.44078346946,HarryPotterandtheChamberofSecrets-J.K.Rowling,
weasley,latent_,4,1.45882900914,HarryPotterandtheSorcerer'sStone-J.K.Rowling,
diagon,latent_,4,3.39021491291,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
cross,latent_,4,2.81433451997,HarryPotterandtheDeathlyHallows-J.K.Rowling,
george,latent_,4,2.64725468155,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
delacour,latent_,4,2.89944262322,HarryPotterandtheDeathlyHallows-J.K.Rowling,
london,latent_,4,3.95112926305,HarryPotterandtheGobletofFire-J.K.Rowling,
hagrid,latent_,4,2.68486430914,HarryPotterandtheGobletofFire-J.K.Rowling,
hermione,latent_,4,3.83011209993,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
dudley,latent_,4,3.18292971637,HarryPotterandtheGobletofFire-J.K.Rowling,
mad-eye,latent_,4,1.61507886015,HarryPotterandtheGobletofFire-J.K.Rowling,
of,latent_,4,4.60200377137,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
moony,latent_,4,3.25274452753,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
snape,latent_,4,4.30190924716,HarryPotterandtheDeathlyHallows-J.K.Rowling,
hagrid,latent_,4,2.61505588797,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
slytherin,latent_,4,2.56099362846,HarryPotterandtheChamberofSecrets-J.K.Rowling,
alley,latent_,4,2.17928619849,HarryPotterandtheSorcerer'sStone-J.K.Rowling,
drive,latent_,4,5.15511152668,HarryPotterandtheHalf-BloodPrince-J.K.Rowling,
hogarts,latent_,4,2.1085427054,HarryPotterandtheGobletofFire-J.K.Rowling,
bagshot,latent_,4,4.25045109062,HarryPotterandtheDeathlyHallows-J.K.Rowling,
amos,latent_,4,2.41303639483,HarryPotterandtheGobletofFire-J.K.Rowling,
aunt,latent_,4,4.40407710596,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
slytherin,latent_,4,3.02694714247,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
diagon,latent_,4,2.17928619849,HarryPotterandtheSorcerer'sStone-J.K.Rowling,
wormtail,latent_,4,3.13653542206,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
sirius,latent_,4,2.41556819008,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
dumbledore,latent_,4,4.48263205709,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
skeeter,latent_,4,2.8158563778,HarryPotterandtheGobletofFire-J.K.Rowling,
beauxbatons,latent_,4,3.32870109092,HarryPotterandtheGobletofFire-J.K.Rowling,
fred,latent_,4,3.44813006034,HarryPotterandthePrisonerofAzkaban-J.K.Rowling,
umbridge,latent_,4,3.31479052805,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
neville,latent_,4,4.22379246763,HarryPotterandtheOrderofthePhoenix-J.K.Rowling,
potter,latent_,4,4.3180781518,HarryPotterandtheChamberofSecrets-J.K.Rowling,
ministry,latent_,4,3.83560399009,HarryPotterandtheDeathlyHallows-J.K.Rowling,
